"1009520370","F","63","4","0.00000000000000000E+00","1.30350000000000000E+04","3","0","6.33907030000000032E+03","6.63013999999999992E-01","242"," 00026.","2","MD","Associate degree","0","FALSE"
"1009520380","F","59","1","0.00000000000000000E+00","1.82670000000000000E+04","0","0","7.95714059999999972E+03","6.54795000000000016E-01","239"," 00033.","2","ME","High school graduate","0","FALSE"
"1009520390","M","31","2","1.11192000000000000E+05","1.29276000000000000E+05","2","0","3.11411019999999990E+04","7.97259999999999969E-01","291"," 00107.","2","MS","Bachelors degree","0","FALSE"
"1009520400","M","50","1","0.00000000000000000E+00","1.78670000000000000E+04","2","0","7.94607800000000043E+03","6.60274000000000028E-01","241"," 00032.","4","UT","High school graduate","0","FALSE"
"1009520410","F","53","1","0.00000000000000000E+00","1.75760000000000000E+04","1","0","7.96180860000000030E+03","6.63013999999999992E-01","242"," 00032.","4","AK","High school graduate","0","FALSE"
"1009520420","F","48","3","9.04190000000000000E+04","1.11569000000000000E+05","5","0","2.68030000000000000E+04","7.94521000000000033E-01","290"," 00092.","3","LA","Masters degree","0","FALSE"
"1009520430","M","48","2","1.12580000000000000E+04","2.01420000000000000E+04","1","1","8.80002000000000044E+03","6.54795000000000016E-01","239"," 00036.","7","MD","Bachelors degree","0","TRUE"
"1009520440","M","34","1","0.00000000000000000E+00","3.37270000000000000E+04","2","0","1.29366020000000008E+04","6.60274000000000028E-01","241"," 00053.","2","MS","High school graduate","0","FALSE"
"1009520450","F","47","1","0.00000000000000000E+00","1.76780000000000000E+04","2","0","9.15057799999999952E+03","6.93150999999999962E-01","253"," 00036.","1","ID","High school graduate","0","FALSE"
"1009520460","F","41","1","0.00000000000000000E+00","2.07470000000000000E+04","2","0","8.75596899999999914E+03","6.54795000000000016E-01","239"," 00036.","4","OK","High school graduate","0","FALSE"
"1009520470","M","39","4","0.00000000000000000E+00","2.26840000000000000E+04","1","0","1.07375000000000000E+04","7.01370000000000049E-01","256"," 00041.","3","VA","Associate degree","0","FALSE"
"1009520480","M","79","4","0.00000000000000000E+00","1.85940000000000000E+04","1","0","9.43456999999999971E+03","6.98629999999999973E-01","255"," 00036.","5","CA","Associate degree","0","FALSE"
"1009520490","F","45","4","1.36350000000000000E+04","3.11800000000000000E+04","2","1","1.20498979999999992E+04","6.68493000000000004E-01","244"," 00049.","5","MD","Associate degree","0","TRUE"
"1009520500","F","32","1","0.00000000000000000E+00","2.19800000000000000E+04","1","0","9.49739799999999923E+03","6.60274000000000028E-01","241"," 00039.","2","OK","High school graduate","0","FALSE"
"1009520510","F","68","1","0.00000000000000000E+00","2.08910000000000000E+04","2","0","1.02305000000000000E+04","6.90410999999999997E-01","252"," 00040.","1","AZ","High school graduate","0","FALSE"
"1009520520","M","34","4","7.08800000000000000E+03","3.80050000000000000E+04","0","1","1.49591020000000008E+04","6.60274000000000028E-01","241"," 00062.","7","ND","Associate degree","0","TRUE"
"1009520530","F","64","1","0.00000000000000000E+00","1.66500000000000000E+04","1","0","7.55105860000000030E+03","6.57533999999999952E-01","240"," 00031.","2","MI","High school graduate","0","FALSE"
"1009520540","M","57","2","5.11100000000000000E+03","2.24380000000000000E+04","1","1","1.03753979999999992E+04","6.87671000000000032E-01","251"," 00041.","13","ID","Bachelors degree","0","TRUE"
"1009520550","M","58","4","9.66900000000000000E+03","3.26000000000000000E+04","2","0","1.27985000000000000E+04","6.54795000000000016E-01","239"," 00053.","5","NE","Associate degree","0","FALSE"
"1009520560","M","27","1","0.00000000000000000E+00","1.78120000000000000E+04","0","1","9.34319100000000071E+03","6.90410999999999997E-01","252"," 00037.","6","PA","High school graduate","0","TRUE"
"1009520570","M","36","1","0.00000000000000000E+00","1.50690000000000000E+04","3","0","7.22594139999999970E+03","6.57533999999999952E-01","240"," 00030.","3","DE","High school graduate","0","FALSE"
"1009520580","M","36","4","0.00000000000000000E+00","1.50690000000000000E+04","3","0","8.13650000000000000E+03","6.95890000000000009E-01","254"," 00032.","4","MN","Associate degree","0","FALSE"
"1009520590","F","58","4","1.24020000000000000E+04","3.42290000000000000E+04","2","0","1.43730000000000000E+04","7.09589000000000025E-01","259"," 00055.","3","TN","Associate degree","0","FALSE"
"1009520600","M","38","4","0.00000000000000000E+00","1.44190000000000000E+04","3","0","7.00485159999999996E+03","6.60274000000000028E-01","241"," 00029.","5","NV","Associate degree","0","FALSE"
"1009520610","M","48","1","0.00000000000000000E+00","2.99690000000000000E+04","2","0","1.18688009999999995E+04","6.60274000000000028E-01","241"," 00049.","2","MS","High school graduate","0","FALSE"
"1009520620","F","33","1","0.00000000000000000E+00","2.53130000000000000E+04","2","0","1.14138009999999995E+04","6.95890000000000009E-01","254"," 00044.","4","MT","High school graduate","0","FALSE"
"1009520630","F","57","2","1.13310000000000000E+04","4.05970000000000000E+04","3","0","1.50468009999999995E+04","6.63013999999999992E-01","242"," 00062.","4","AR","Bachelors degree","0","FALSE"
"1009520640","F","44","4","0.00000000000000000E+00","1.37970000000000000E+04","4","0","6.96514059999999972E+03","6.63013999999999992E-01","242"," 00028.","2","MO","Associate degree","0","FALSE"
"1009520650","F","22","1","0.00000000000000000E+00","1.68320000000000000E+04","2","1","7.88355860000000030E+03","6.57533999999999952E-01","240"," 00032.","14","MD","High school graduate","0","TRUE"
"1009520660","F","73","1","0.00000000000000000E+00","1.96730000000000000E+04","1","1","8.58210200000000077E+03","6.71232999999999969E-01","245"," 00035.","6","OR","High school graduate","0","TRUE"
"1009520670","M","41","4","0.00000000000000000E+00","1.73120000000000000E+04","2","0","7.73134000000000015E+03","6.63013999999999992E-01","242"," 00031.","4","KS","Associate degree","0","FALSE"
"1009520680","F","62","1","0.00000000000000000E+00","1.75990000000000000E+04","2","1","7.66398829999999998E+03","6.57533999999999952E-01","240"," 00031.","15","WA","High school graduate","0","TRUE"
"1009520690","F","73","4","0.00000000000000000E+00","1.58690000000000000E+04","4","0","7.38896879999999965E+03","6.57533999999999952E-01","240"," 00030.","3","TX","Associate degree","0","FALSE"
"1009520700","F","53","4","1.12700000000000000E+04","2.58540000000000000E+04","3","0","1.07773979999999992E+04","6.63013999999999992E-01","242"," 00044.","3","ID","Associate degree","0","FALSE"
